Location,Age,year,Female,Male
Less developed regions,35-39,2030,0.03371425014987997,0.035591708505003386
Less developed regions,35-39,2035,0.03251472897023599,0.0345560531189046
Less developed regions,35-39,2040,0.03192745142229052,0.03408974708838363
Less developed regions,35-39,2045,0.032227798853818,0.034336053496626086
Less developed regions,35-39,2050,0.03254383142995013,0.03451600923464126
Less developed regions,35-39,2055,0.03239589853852847,0.034209783278083085
Less developed regions,35-39,2060,0.03184946378406658,0.03347637977761654
Less developed regions,35-39,2065,0.031497193121023975,0.032933892085172084
Less developed regions,35-39,2070,0.031363684706880786,0.03264972364502848
Less developed regions,35-39,2075,0.03125241211331144,0.032480124186313776
Less developed regions,35-39,2080,0.031176107149770496,0.032357809380112804
Less developed regions,35-39,2085,0.031018415228172554,0.032187176903561016
Less developed regions,35-39,2090,0.03080911170407983,0.0319680453346153
Less developed regions,35-39,2095,0.03054577896305338,0.03169624657599544
Less developed regions,35-39,2100,0.030316160115027347,0.0314626541659152
Less developed regions,40-44,1950,0.025975089610835434,0.027277358241786325
Less developed regions,40-44,1955,0.025314459394957436,0.02677364948944065
Less developed regions,40-44,1960,0.024395274819728245,0.02591136534524808
Less developed regions,40-44,1965,0.02345973950666657,0.024796045780816272
Less developed regions,40-44,1970,0.02317136864753383,0.02475050018833679
Less developed regions,40-44,1975,0.02323441537361138,0.024487110796736725
Less developed regions,40-44,1980,0.022828683830551453,0.02402635710871833
Less developed regions,40-44,1985,0.02192317583746388,0.02287281538975156
Less developed regions,40-44,1990,0.023574003551166085,0.02421584394000084
Less developed regions,40-44,1995,0.027733209289637076,0.028686051991679513
Less developed regions,40-44,2000,0.028235551960632363,0.02905894005734656
Less developed regions,40-44,2005,0.030519101699647815,0.03133351197978207
Less developed regions,40-44,2010,0.03271061438220556,0.03341001321727484
Less developed regions,40-44,2015,0.03232245765389938,0.03314980648105157
Less developed regions,40-44,2020,0.030913928618196997,0.031708071800725414
Less developed regions,40-44,2025,0.032209497035535474,0.03305638342426328
Less developed regions,40-44,2030,0.03414963873212421,0.035294013971539744
Less developed regions,40-44,2035,0.03184797273602572,0.03339702629614478
Less developed regions,40-44,2040,0.03088302229451081,0.03261670133561288
Less developed regions,40-44,2045,0.030482102525928652,0.032359915494146733
Less developed regions,40-44,2050,0.03092540377901201,0.03277280511689958
Less developed regions,40-44,2055,0.03137783384944757,0.033109960198633735
Less developed regions,40-44,2060,0.031371766850579234,0.03296559073799224
Less developed regions,40-44,2065,0.030959300448056205,0.03238396527810056
Less developed regions,40-44,2070,0.030723272513910632,0.0319733527691282
Less developed regions,40-44,2075,0.030691622569661833,0.03180387481882349
Less developed regions,40-44,2080,0.03067281506800277,0.03173699408936749
Less developed regions,40-44,2085,0.03068002027634781,0.03170761750493839
Less developed regions,40-44,2090,0.03059649593746044,0.03161933038995341
Less developed regions,40-44,2095,0.03045762570919397,0.031478309251814086
Less developed regions,40-44,2100,0.03026517944313947,0.03128520820205291
Less developed regions,45-49,1950,0.022163543332378802,0.023304335299902244
Less developed regions,45-49,1955,0.021800876352370567,0.02264966915418845
Less developed regions,45-49,1960,0.02141643070187156,0.022410008085501466
Less developed regions,45-49,1965,0.020530063941264894,0.021579808163562877
Less developed regions,45-49,1970,0.019721870767529993,0.020723733332937096
Less developed regions,45-49,1975,0.019839567887712038,0.021056962175658448
Less developed regions,45-49,1980,0.020215551559360535,0.02117203086216179
Less developed regions,45-49,1985,0.019941898139643605,0.020802084681118653
Less developed regions,45-49,1990,0.019207145376608937,0.019847790086626932
Less developed regions,45-49,1995,0.021055441061902644,0.021443223340733404
Less developed regions,45-49,2000,0.02504694119394503,0.025673563752841497
Less developed regions,45-49,2005,0.02556588200370807,0.02611926094376706
Less developed regions,45-49,2010,0.027896960830694276,0.02845952076325
Less developed regions,45-49,2015,0.03007362359351924,0.030442549965516246
Less developed regions,45-49,2020,0.029850675320716388,0.030399322609205803
Less developed regions,45-49,2025,0.028757630995404418,0.029236702717526014
Less developed regions,45-49,2030,0.0301675268413894,0.030701779750658107
Less developed regions,45-49,2035,0.03219194368456048,0.0330067363828494
Less developed regions,45-49,2040,0.030180247763413735,0.03140530005754914
Less developed regions,45-49,2045,0.02941589806011783,0.03084295296184037
Less developed regions,45-49,2050,0.029177941886099783,0.030766210296246533
Less developed regions,45-49,2055,0.02974439333201599,0.0313187605335898
Less developed regions,45-49,2060,0.030316421316088818,0.031794873064759
Less developed regions,45-49,2065,0.030431013001391432,0.0317896557012152
Less developed regions,45-49,2070,0.030136744027083516,0.03134380422659011
Less developed regions,45-49,2075,0.030004009468348785,0.031052153105944304
Less developed regions,45-49,2080,0.03006313690446201,0.03098656385153679
Less developed regions,45-49,2085,0.0301273541038619,0.03101389207525727
Less developed regions,45-49,2090,0.03020805926648815,0.031068139171967164
Less developed regions,45-49,2095,0.03019566379660349,0.031060544008612582
Less developed regions,45-49,2100,0.030128850273712215,0.03100123236169987
Less developed regions,50-54,1950,0.018516377973886087,0.019158799519752138
Less developed regions,50-54,1955,0.018397322006315647,0.018875160916968677
Less developed regions,50-54,1960,0.018181758108039858,0.018457410930861645
Less developed regions,50-54,1965,0.017800981812159417,0.01819921878127688
Less developed regions,50-54,1970,0.017035378341492116,0.017705887029130167
Less developed regions,50-54,1975,0.016710303708532714,0.017313062343784227
Less developed regions,50-54,1980,0.017070844359661108,0.017918578958581306
Less developed regions,50-54,1985,0.017490193447460466,0.01806311868337947
Less developed regions,50-54,1990,0.01729716803472251,0.017814179555087913
Less developed regions,50-54,1995,0.01700799085061158,0.017340250751300842
Less developed regions,50-54,2000,0.01884166246900186,0.018915525224736517
Less developed regions,50-54,2005,0.022592525015034618,0.022868558156263638
Less developed regions,50-54,2010,0.023227136674800686,0.02348508587034348
Less developed regions,50-54,2015,0.02547437415209402,0.02568227290001442
Less developed regions,50-54,2020,0.027623424939132047,0.027688287377094882
Less developed regions,50-54,2025,0.027629414916818692,0.027828171010786284
Less developed regions,50-54,2030,0.026789754130752616,0.02693639829270395
Less developed regions,50-54,2035,0.028281807213362917,0.028474715174553415
Less developed regions,50-54,2040,0.030378061098155988,0.030839288483762686
Less developed regions,50-54,2045,0.02861966046877375,0.029493118589506644
Less developed regions,50-54,2050,0.02803366480901513,0.02912152636509003
Less developed regions,50-54,2055,0.02793960565279814,0.02919764849050981
Less developed regions,50-54,2060,0.028614879246454474,0.029872829512395695
Less developed regions,50-54,2065,0.02928986795463551,0.030467446618402796
Less developed regions,50-54,2070,0.0295133877652917,0.030588563248553042
Less developed regions,50-54,2075,0.029326580845461796,0.03026741224195748
Less developed regions,50-54,2080,0.029288098918903153,0.030085092955236703
Less developed regions,50-54,2085,0.02943057817570303,0.030115888437169672
Less developed regions,50-54,2090,0.02956979384319514,0.030229592623382737
Less developed regions,50-54,2095,0.029722841798630283,0.030367286837470274
Less developed regions,50-54,2100,0.029785275847486182,0.03044553265509312
Less developed regions,55-59,1950,0.015265353206967196,0.015329246850769425
Less developed regions,55-59,1955,0.015015773399567115,0.014984336629129416
Less developed regions,55-59,1960,0.01496407781150539,0.014762058276971614
Less developed regions,55-59,1965,0.014748674545156491,0.014421656674219824
Less developed regions,55-59,1970,0.014490045639167514,0.014514191381381627
Less developed regions,55-59,1975,0.014141898686401871,0.014379768952420668
Less developed regions,55-59,1980,0.014150441630909808,0.01438304270051916
Less developed regions,55-59,1985,0.014520672963519677,0.014926672491761538
Less developed regions,55-59,1990,0.014947180888269794,0.01515929431036235
Less developed regions,55-59,1995,0.015083943715172823,0.015222312476446708
Less developed regions,55-59,2000,0.014990506819590825,0.014960840630812152
Less developed regions,55-59,2005,0.016811018372893397,0.016624433471043618
Less developed regions,55-59,2010,0.020209690326398355,0.02018784503544792
Less developed regions,55-59,2015,0.020977685915455926,0.020845401558962976
Less developed regions,55-59,2020,0.023168770836866522,0.022991970858211325
Less developed regions,55-59,2025,0.02534371983619137,0.025019654688811264
Less developed regions,55-59,2030,0.025533984405873587,0.0253281318029466
Less developed regions,55-59,2035,0.024902628193327465,0.024661164271919167
Less developed regions,55-59,2040,0.026459840290695858,0.026246606363724497
Less developed regions,55-59,2045,0.02860880323794341,0.028644424714375536
Less developed regions,55-59,2050,0.027081815515332723,0.027532903140345732
Less developed regions,55-59,2055,0.026656804992650957,0.027329066236272074
Less developed regions,55-59,2060,0.026692047786802193,0.02754174951887004
Less developed regions,55-59,2065,0.027459906736564746,0.028320402527433133
Less developed regions,55-59,2070,0.02822865246519585,0.029022350765762425
Less developed regions,55-59,2075,0.02855266769011741,0.02926107856842683
Less developed regions,55-59,2080,0.028466178931207026,0.02905761341970794
Less developed regions,55-59,2085,0.028515744201186476,0.028979630349009633
Less developed regions,55-59,2090,0.028735114936383043,0.029101495596167187
Less developed regions,55-59,2095,0.02894975753692107,0.029303411322770277
Less developed regions,55-59,2100,0.029180360583904167,0.029532033772670434
Less developed regions,60-64,1950,0.012609701030023623,0.011943464580558559
Less developed regions,60-64,1955,0.011725391427087912,0.011217163638345105
Less developed regions,60-64,1960,0.011611403153109566,0.011002984508216955
Less developed regions,60-64,1965,0.011572049917423773,0.010860701765180098
Less developed regions,60-64,1970,0.011585498587288344,0.010956223397892857
Less developed regions,60-64,1975,0.011626280408463826,0.011259082619172673
Less developed regions,60-64,1980,0.011619682732141054,0.011464714121433166
Less developed regions,60-64,1985,0.011693052642564405,0.011523730872097637
Less developed regions,60-64,1990,0.012074442963131244,0.012069660247864218
Less developed regions,60-64,1995,0.01272074517152043,0.01252838417638454
Less developed regions,60-64,2000,0.013002670360611696,0.012732849310291382
Less developed regions,60-64,2005,0.013042190878042296,0.012726778008784679
Less developed regions,60-64,2010,0.014733163266286932,0.014192623387009252
Less developed regions,60-64,2015,0.017917997743980122,0.01745581906635661
Less developed regions,60-64,2020,0.018746624623130835,0.018178043252052366
Less developed regions,60-64,2025,0.02090212957303801,0.020278626491087193
Less developed regions,60-64,2030,0.023081378008993625,0.022298449647627158
Less developed regions,60-64,2035,0.023420421320987924,0.022744453929012764
Less developed regions,60-64,2040,0.022978325599232206,0.022281744584686163
Less developed regions,60-64,2045,0.02457784280730416,0.02388907960204467
Less developed regions,60-64,2050,0.026762482377541655,0.026295664638704124
Less developed regions,60-64,2055,0.025454726348909804,0.025401295513514086
Less developed regions,60-64,2060,0.025178928117417097,0.025350691906413723
Less developed regions,60-64,2065,0.025328208926699868,0.025680069343109613
Less developed regions,60-64,2070,0.026177921173135194,0.026547285287825358
Less developed regions,60-64,2075,0.027032607483769157,0.027345860599147506
Less developed regions,60-64,2080,0.027451745744689313,0.027695065457139297
Less developed regions,60-64,2085,0.02746174438232297,0.02760606451720129
Less developed regions,60-64,2090,0.02759499686041566,0.027628864858638216
Less developed regions,60-64,2095,0.02789306333806086,0.027844147128717384
Less developed regions,60-64,2100,0.028190131117927224,0.02814288833644253
Less developed regions,65-69,1950,0.009186744276146006,0.008183614068451002
Less developed regions,65-69,1955,0.008888746841259504,0.007952455028390024
Less developed regions,65-69,1960,0.008357378220689349,0.007517203520992804
Less developed regions,65-69,1965,0.008322099117599588,0.00746114871769803
Less developed regions,65-69,1970,0.00857879647219562,0.007655686173702241
Less developed regions,65-69,1975,0.008799550256939478,0.007925269806246256
Less developed regions,65-69,1980,0.009090997983037604,0.0084192697985734
Less developed regions,65-69,1985,0.009160946732329436,0.008640734877782162
Less developed regions,65-69,1990,0.009287793912799144,0.008787282760104981
Less developed regions,65-69,1995,0.00983620461264179,0.009406671254184944
Less developed regions,65-69,2000,0.010545421962182269,0.009929697186918785
Less developed regions,65-69,2005,0.010835050883296676,0.01024548009795426
Less developed regions,65-69,2010,0.01098136561729462,0.01034785217973187
Less developed regions,65-69,2015,0.012599676670902489,0.01168691461110114
Less developed regions,65-69,2020,0.015551344523202813,0.014621649579068845
Less developed regions,65-69,2025,0.01642736500557082,0.015410405982500482
Less developed regions,65-69,2030,0.01851874800859982,0.01740631778850139
Less developed regions,65-69,2035,0.02066010051478529,0.019363037913520124
Less developed regions,65-69,2040,0.021126211353878703,0.01993048346463799
Less developed regions,65-69,2045,0.020856740425081326,0.019665128843612205
Less developed regions,65-69,2050,0.022472419078617453,0.021264748460104645
Less developed regions,65-69,2055,0.024664203320910665,0.023634738518243176
Less developed regions,65-69,2060,0.02357261027156463,0.022952527235141025
Less developed regions,65-69,2065,0.023433329627408857,0.023035540772584785
Less developed regions,65-69,2070,0.0236853652180025,0.023463746749188403
Less developed regions,65-69,2075,0.02460312695649191,0.024399330182934675
Less developed regions,65-69,2080,0.02553467491521199,0.025277248174969572
Less developed regions,65-69,2085,0.02604326259016984,0.02572790416133224
Less developed regions,65-69,2090,0.026147035405542623,0.02574887736471015
Less developed regions,65-69,2095,0.02636614906725635,0.02587313612329882
Less developed regions,65-69,2100,0.026749278197788603,0.026187452504132187
Less developed regions,70-74,1950,0.00604956636545654,0.005107425545027303
Less developed regions,70-74,1955,0.005824709615931736,0.00477891305270427
Less developed regions,70-74,1960,0.005683451437666354,0.004665801632865368
Less developed regions,70-74,1965,0.005386945160030156,0.0044678395201939855
Less developed regions,70-74,1970,0.005664962596387946,0.004743338189723127
Less developed regions,70-74,1975,0.005994924554545863,0.005020679207037529
Less developed regions,70-74,1980,0.006330008471419847,0.005373232861523546
Less developed regions,70-74,1985,0.006644548344826448,0.005777439844181375
Less developed regions,70-74,1990,0.006755824450436124,0.0060405693822525395
Less developed regions,70-74,1995,0.007049156103570657,0.006261568983713144
Less developed regions,70-74,2000,0.00763450286732796,0.006822416175862781
Less developed regions,70-74,2005,0.008264117210572594,0.0073587585109437205
Less developed regions,70-74,2010,0.008618229423439858,0.007709290557573963
Less developed regions,70-74,2015,0.008885752533857854,0.007913217542604137
Less developed regions,70-74,2020,0.010375229970310484,0.009106655622162651
Less developed regions,70-74,2025,0.013000415910164563,0.011599417233225355
Less developed regions,70-74,2030,0.013901315776791337,0.012408161511814562
Less developed regions,70-74,2035,0.015871219592816822,0.014231896686601806
Less developed regions,70-74,2040,0.017918980966818047,0.016061810789586146
Less developed regions,70-74,2045,0.0184837645361852,0.016723795219451474
Less developed regions,70-74,2050,0.018375256649225558,0.016652040420478954
Less developed regions,70-74,2055,0.01996332618004994,0.018194005520879252
Less developed regions,70-74,2060,0.022112055274172603,0.020464653691109277
Less developed regions,70-74,2065,0.021238259404924215,0.019990463224735026
Less developed regions,70-74,2070,0.021225834760183287,0.02019085478352058
Less developed regions,70-74,2075,0.021565579464660933,0.02069636103225585
Less developed regions,70-74,2080,0.022529453723910617,0.021670940318256667
Less developed regions,70-74,2085,0.02352007959066097,0.02260671827058195
Less developed regions,70-74,2090,0.0241087881915252,0.02314668616794367
Less developed regions,70-74,2095,0.024307401116143004,0.023278807718395002
Less developed regions,70-74,2100,0.024616292571326994,0.02351039616342929
Less developed regions,75-79,1950,0.0034647780480027137,0.0027247734825114386
Less developed regions,75-79,1955,0.0032154576696026864,0.0024499723094447063
Less developed regions,75-79,1960,0.0030949581493877817,0.0022580875074990313
Less developed regions,75-79,1965,0.0031504969112403545,0.00232958091564161
Less developed regions,75-79,1970,0.003190209755919979,0.002436491125882527
Less developed regions,75-79,1975,0.0034453248100337042,0.002667710084643544
Less developed regions,75-79,1980,0.003788286210134473,0.002934329162218356
Less developed regions,75-79,1985,0.004069047075179398,0.003179575321831167
Less developed regions,75-79,1990,0.0043453359558555385,0.003485164615081097
Less developed regions,75-79,1995,0.004595897639468279,0.0037523509573894167
Less developed regions,75-79,2000,0.004930238039884274,0.003975874728766274
Less developed regions,75-79,2005,0.005388834496941789,0.004417655394750832
Less developed regions,75-79,2010,0.005945763909726869,0.004849130304014798
Less developed regions,75-79,2015,0.006363530803392294,0.005216903066433041
Less developed regions,75-79,2020,0.006718705867091191,0.005495366552510821
Less developed regions,75-79,2025,0.007996311133253067,0.006469423939070537
Less developed regions,75-79,2030,0.01021703611356895,0.00842880350205536
Less developed regions,75-79,2035,0.011087865365507293,0.009201420255256972
Less developed regions,75-79,2040,0.012857234766761646,0.01076635413845088
Less developed regions,75-79,2045,0.014725210807165576,0.01238029293052763
Less developed regions,75-79,2050,0.015349634304421463,0.013092422106368686
Less developed regions,75-79,2055,0.015381747197529654,0.013193961762867504
Less developed regions,75-79,2060,0.01687393505888031,0.014608138812155473
Less developed regions,75-79,2065,0.01889723390459405,0.016678537033502035
Less developed regions,75-79,2070,0.018250172270336727,0.016407262611041445
Less developed regions,75-79,2075,0.018350500433108347,0.016697934802185267
Less developed regions,75-79,2080,0.01875513434822615,0.017243773152629024
Less developed regions,75-79,2085,0.019725469863546997,0.01821042401613272
Less developed regions,75-79,2090,0.020742267355859524,0.019164164981890552
Less developed regions,75-79,2095,0.021395533658671227,0.01977161958550902
Less developed regions,75-79,2100,0.021687551610143015,0.020013080539805366
Less developed regions,80-84,1950,0.0014985963728159264,0.0010495983122784415
Less developed regions,80-84,1955,0.0014303730549153225,9.860666993958378e-4
Less developed regions,80-84,1960,0.0013145429992443148,8.87847533780451e-4
Less developed regions,80-84,1965,0.0013565341836921751,8.845496277011107e-4
Less developed regions,80-84,1970,0.0015066943141606233,0.0010092920245499048
Less developed regions,80-84,1975,0.0015730449769453894,0.00109037618473249
Less developed regions,80-84,1980,0.0017840650192584796,0.0012358968934275234
Less developed regions,80-84,1985,0.0020113615972899997,0.0013870541259935008
Less developed regions,80-84,1990,0.002211766675235698,0.001528555799341181
Less developed regions,80-84,1995,0.002486921638251159,0.0017631633940523729
Less developed regions,80-84,2000,0.002707897421988014,0.0019496942162636908
Less developed regions,80-84,2005,0.002964355907981202,0.002142069682241224
Less developed regions,80-84,2010,0.003352290968090671,0.002459954523347111
Less developed regions,80-84,2015,0.003807503070711868,0.0027856472453089273
Less developed regions,80-84,2020,0.0042126850074538135,0.003083955915623015
Less developed regions,80-84,2025,0.004546038618656737,0.0033424922420658
Less developed regions,80-84,2030,0.005548106307516525,0.004050958915125113
Less developed regions,80-84,2035,0.007262603133714824,0.00542853003475633
Less developed regions,80-84,2040,0.008027935034814516,0.006077735711020124
Less developed regions,80-84,2045,0.009489341737073978,0.007294717213053759
Less developed regions,80-84,2050,0.011062527793810142,0.008591953751099925
Less developed regions,80-84,2055,0.011678552724488964,0.009262995323420072
Less developed regions,80-84,2060,0.011812756309055058,0.009470195380747193
Less developed regions,80-84,2065,0.013108373781088502,0.010653631233722868
Less developed regions,80-84,2070,0.014885482458517965,0.012394881960463048
Less developed regions,80-84,2075,0.01446592595133749,0.012288270053774046
Less developed regions,80-84,2080,0.014651156007286864,0.012612849593097103
Less developed regions,80-84,2085,0.015078193217100926,0.01313965402929299
Less developed regions,80-84,2090,0.015992907790298137,0.01402500984419362
Less developed regions,80-84,2095,0.016978712186078927,0.01492756185896999
Less developed regions,80-84,2100,0.01766153215504645,0.015556892197475657
Less developed regions,85-89,1950,4.8152573374589267e-4,3.101745980944592e-4
Less developed regions,85-89,1955,4.6107263308625777e-4,2.6092519463290497e-4
Less developed regions,85-89,1960,4.257514489473508e-4,2.449722860351165e-4
Less developed regions,85-89,1965,4.370071290738694e-4,2.486347214595785e-4
Less developed regions,85-89,1970,4.8477220906795204e-4,2.6968936688378023e-4
Less developed regions,85-89,1975,5.552505654779972e-4,3.229888910296846e-4
Less developed regions,85-89,1980,6.053553951744019e-4,3.579389708128622e-4
Less developed regions,85-89,1985,7.118968777172017e-4,4.1984344658190995e-4
Less developed regions,85-89,1990,8.319533206989938e-4,4.856847353663859e-4
Less developed regions,85-89,1995,9.633351199589397e-4,5.696508560501468e-4
Less developed regions,85-89,2000,0.0011281224168216573,6.934219363504856e-4
Less developed regions,85-89,2005,0.0012650268822900549,7.990334339516639e-4
Less developed regions,85-89,2010,0.0014524497047128332,9.159293589700347e-4
Less developed regions,85-89,2015,0.001727535707385697,0.001101716381359795
Less developed regions,85-89,2020,0.0020550505758343105,0.0013089025306164508
Less developed regions,85-89,2025,0.0023400198147656946,0.0015022599813731352
Less developed regions,85-89,2030,0.002596496677855685,0.0016823458880013131
Less developed regions,85-89,2035,0.0032687767148247924,0.002111855299554088
Less developed regions,85-89,2040,0.004406244632022326,0.0029257413797309463
Less developed regions,85-89,2045,0.00498383492519856,0.0033780626845271774
Less developed regions,85-89,2050,0.006033385688198394,0.004186102621843333
Less developed regions,85-89,2055,0.007187714040011404,0.005079614247792869
Less developed regions,85-89,2060,0.007708884915334859,0.005607536175637591
Less developed regions,85-89,2065,0.007887105248659989,0.00582805386301777
Less developed regions,85-89,2070,0.008876580131534906,0.0066813622887278
Less developed regions,85-89,2075,0.010259843566411376,0.007959223492482783
Less developed regions,85-89,2080,0.010050673928780724,0.007957000082202606
Less developed regions,85-89,2085,0.010270923184977073,0.00824854788383239
Less developed regions,85-89,2090,0.010664133674898367,0.00868630529721625
Less developed regions,85-89,2095,0.011438379054204051,0.009400238357239656
Less developed regions,85-89,2100,0.012307107982773725,0.010160832079323018
Less developed regions,90-94,1950,1.330149493700958e-4,7.376811602621033e-5
Less developed regions,90-94,1955,1.0688501948817793e-4,5.029883270031903e-5
Less developed regions,90-94,1960,9.723370120083621e-5,4.389676801785324e-5
Less developed regions,90-94,1965,1.0282520684091044e-4,4.6355626034836674e-5
Less developed regions,90-94,1970,1.1069894122777756e-4,5.0148849213926076e-5
Less developed regions,90-94,1975,1.2371893170187102e-4,5.7735501460873147e-05
Less developed regions,90-94,1980,1.514129255673614e-4,7.229893119067747e-5
Less developed regions,90-94,1985,1.69321770466769e-4,8.306351004030178e-5
Less developed regions,90-94,1990,2.1043947174909875e-4,1.0115442789757816e-4
Less developed regions,90-94,1995,2.592501593535971e-4,1.2372309459876557e-4
Less developed regions,90-94,2000,3.158339145484604e-4,1.564033762140938e-4
Less developed regions,90-94,2005,3.864839022235107e-4,1.9933643283046672e-4
Less developed regions,90-94,2010,4.5490633875195583e-4,2.4029820045483644e-4
Less developed regions,90-94,2015,5.601670898405124e-4,2.9592500489533777e-4
Less developed regions,90-94,2020,7.110333920417622e-4,3.7813421280461195e-4
Less developed regions,90-94,2025,8.775979717606994e-4,4.671927135900059e-4
Less developed regions,90-94,2030,0.001031466119415439,5.560085689760437e-4
Less developed regions,90-94,2035,0.0011812651893636393,6.457021593190797e-4
Less developed regions,90-94,2040,0.0015407952399412552,8.43835030504333e-4
Less developed regions,90-94,2045,0.0021465599291083824,0.0012145459567062431
Less developed regions,90-94,2050,0.002494937978408349,0.0014580514528475055
Less developed regions,90-94,2055,0.0031058976127010625,0.0018781399252244672
Less developed regions,90-94,2060,0.003794561503705303,0.002362483726900528
Less developed regions,90-94,2065,0.004146918450193424,0.002685488788437604
Less developed regions,90-94,2070,0.004301462388575612,0.0028488836893043774
Less developed regions,90-94,2075,0.004922855256048508,0.003340401718711138
Less developed regions,90-94,2080,0.005817823115903022,0.004090613788293819
Less developed regions,90-94,2085,0.005758289229962669,0.004137001883840594
Less developed regions,90-94,2090,0.00595418224307125,0.004344511549771376
Less developed regions,90-94,2095,0.006251283400013759,0.004639234109543375
Less developed regions,90-94,2100,0.00680566012130908,0.005114368544157101
Less developed regions,95-99,1950,3.136597059382172e-5,1.5102133989617863e-5
Less developed regions,95-99,1955,2.0433900784504607e-5,8.383138783386505e-6
Less developed regions,95-99,1960,1.6992297297233512e-5,6.136107357334324e-6
Less developed regions,95-99,1965,1.6856591285395154e-5,5.899806949888304e-6
Less developed regions,95-99,1970,1.8573647857009657e-5,6.686513228523477e-6
Less developed regions,95-99,1975,2.0124946223504355e-5,7.5880944777147565e-6
Less developed regions,95-99,1980,2.400087469854457e-5,9.185519946356563e-6
Less developed regions,95-99,1985,3.0350128668571802e-5,1.1980313948120448e-5
Less developed regions,95-99,1990,3.539209297598479e-5,1.4348145801074915e-5
Less developed regions,95-99,1995,4.656010450448245e-5,1.8143139313953256e-5
Less developed regions,95-99,2000,6.054324240545567e-5,2.421729696218227e-5
Less developed regions,95-99,2005,7.613414085528643e-5,3.187882745172092e-5
Less developed regions,95-99,2010,9.874071509598734e-5,4.299153259046528e-5
Less developed regions,95-99,2015,1.2738493588209903e-4,5.585339496368958e-5
Less developed regions,95-99,2020,1.703597365879659e-4,7.421612287000494e-5
Less developed regions,95-99,2025,2.2541143018482143e-4,9.83639852798803e-5
Less developed regions,95-99,2030,0.00028722978575632173,1.2447542009765813e-4
Less developed regions,95-99,2035,3.4791858757685887e-4,1.5251045499303307e-4
Less developed regions,95-99,2040,4.1054166852577494e-4,1.826455391070643e-4
Less developed regions,95-99,2045,5.535967809896476e-4,2.476424560178459e-4
Less developed regions,95-99,2050,7.962039568923918e-4,3.6948026757751515e-4
Less developed regions,95-99,2055,9.534640454235798e-4,4.624530925629344e-4
Less developed regions,95-99,2060,0.0012221567633849126,6.194076873187672e-4
Less developed regions,95-99,2065,0.0015328616320780994,8.077222486519286e-4
Less developed regions,95-99,2070,0.0017129804001278,9.476362271889142e-4
Less developed regions,95-99,2075,0.0018094065986843798,0.0010310980368613797
Less developed regions,95-99,2080,0.0021126599967649295,0.0012386606809027436
Less developed regions,95-99,2085,0.00256042011885794,0.0015609085141831875
Less developed regions,95-99,2090,0.0025743859883491996,0.0016071619526907969
Less developed regions,95-99,2095,0.0027045459914883715,0.001717167102038276
Less developed regions,95-99,2100,0.00288066753738747,0.0018667647655236925
Less developed regions,100+,1950,6.389364380222943e-6,2.904256536464974e-6
Less developed regions,100+,1955,3.667623217731596e-6,1.5718385218849697e-6
Less developed regions,100+,1960,2.8320495495389186e-6,9.440165165129729e-7
Less developed regions,100+,1965,2.528488692809273e-6,8.428295642697577e-7
Less developed regions,100+,1970,2.600310699981352e-6,7.429459142803863e-7
Less developed regions,100+,1975,2.6393372096399152e-6,6.598343024099788e-7
Less developed regions,100+,1980,3.259378045481361e-6,8.889212851312804e-7
Less developed regions,100+,1985,3.727208783859695e-6,1.3311459942356054e-6
Less developed regions,100+,1990,5.0218510303762204e-6,1.67395034345874e-6
Less developed regions,100+,1995,6.120577117960134e-6,1.967328359344329e-6
Less developed regions,100+,2000,8.072432320727423e-6,2.6235405042364123e-6
Less developed regions,100+,2005,1.087630583646949e-5,3.562927774015868e-6
Less developed regions,100+,2010,1.4505273191091945e-5,5.0681075005020046e-6
Less developed regions,100+,2015,2.0577566565569843e-5,7.349130916274945e-6
Less developed regions,100+,2020,2.9287767496220958e-5,1.0427058585042017e-5
Less developed regions,100+,2025,4.085220007205633e-5,1.448659577023274e-5
Less developed regions,100+,2030,5.53530076097993e-5,1.9414860878063935e-5
Less developed regions,100+,2035,7.250497040652392e-5,2.4738537997144277e-5
Less developed regions,100+,2040,9.037478232633285e-5,3.058838786429727e-5
Less developed regions,100+,2045,1.0942624780690037e-4,3.708537272385475e-5
Less developed regions,100+,2050,1.4783941564401216e-4,5.026540131896413e-5
Less developed regions,100+,2055,2.1522032619525008e-4,7.530984126896392e-5
Less developed regions,100+,2060,2.71828014696497e-4,9.938887659503388e-5
Less developed regions,100+,2065,3.556141830109161e-4,1.3623964664249315e-4
Less developed regions,100+,2070,4.5974968628493466e-4,1.8305250978027288e-4
Less developed regions,100+,2075,5.394557414729114e-4,2.2491616566179814e-4
Less developed regions,100+,2080,5.928133709167181e-4,2.5594178994847754e-4
Less developed regions,100+,2085,6.950928945159716e-4,3.114664135384068e-4
Less developed regions,100+,2090,8.571530414350916e-4,3.996214728544336e-4
Less developed regions,100+,2095,9.198328897396377e-4,4.3847657439161504e-4
Less developed regions,100+,2100,9.892949933761467e-4,4.812533894099958e-4
