Location,Age,year,Female,Male
More developed regions,70-74,2025,0.028794336645592437,0.02340612812153239
More developed regions,70-74,2030,0.03008768219171265,0.024973406075234367
More developed regions,70-74,2035,0.030816469921470135,0.02632827269233606
More developed regions,70-74,2040,0.029671806424049405,0.02596496679224764
More developed regions,70-74,2045,0.0300358115998443,0.026421954067730635
More developed regions,70-74,2050,0.029785688056191452,0.02632372588697643
More developed regions,70-74,2055,0.030517819395483592,0.027411012914675854
More developed regions,70-74,2060,0.030923238397373674,0.028315853437186803
More developed regions,70-74,2065,0.029239538718128975,0.027476486018563628
More developed regions,70-74,2070,0.027403201797433174,0.025999953756598655
More developed regions,70-74,2075,0.027353851990648066,0.026032382798649237
More developed regions,70-74,2080,0.02880211238498056,0.027473043415450427
More developed regions,70-74,2085,0.028942437466891634,0.027672362444042344
More developed regions,70-74,2090,0.028352731399451638,0.027217882199275015
More developed regions,70-74,2095,0.027767145494663845,0.026819889481437643
More developed regions,70-74,2100,0.02734234672268759,0.02654993140705153
More developed regions,75-79,1950,0.008091357600451633,0.005710463660685796
More developed regions,75-79,1955,0.008877526231158105,0.006093032402855061
More developed regions,75-79,1960,0.009711407821290017,0.006303302795344548
More developed regions,75-79,1965,0.010610123481312279,0.006511321879034661
More developed regions,75-79,1970,0.011236021906821637,0.006581367698841691
More developed regions,75-79,1975,0.012610476395774952,0.007123140286184656
More developed regions,75-79,1980,0.014515393407599855,0.008454233394822024
More developed regions,75-79,1985,0.016017768815226926,0.009101494309996214
More developed regions,75-79,1990,0.016840533910659882,0.009629771891995705
More developed regions,75-79,1995,0.01434398194069159,0.00850634470020864
More developed regions,75-79,2000,0.018283164795882732,0.01088221508447349
More developed regions,75-79,2005,0.019280292818310077,0.012619767882277248
More developed regions,75-79,2010,0.018543564459072473,0.01300568203905511
More developed regions,75-79,2015,0.020337110930202393,0.014526280439815091
More developed regions,75-79,2020,0.019799639678129217,0.014856601633857061
More developed regions,75-79,2025,0.023859502365193342,0.0184010637517538
More developed regions,75-79,2030,0.025988174257080828,0.019899565166002078
More developed regions,75-79,2035,0.027398887461230002,0.021550489307438792
More developed regions,75-79,2040,0.028340389171553966,0.023058220375189342
More developed regions,75-79,2045,0.027561697158427403,0.023070455430128454
More developed regions,75-79,2050,0.02807853677211679,0.023667289106265286
More developed regions,75-79,2055,0.027964398101378598,0.023738262150729567
More developed regions,75-79,2060,0.02877435545349085,0.024878272055051807
More developed regions,75-79,2065,0.029256994685451402,0.025851494151457495
More developed regions,75-79,2070,0.027820987009590722,0.025327829837039847
More developed regions,75-79,2075,0.026198066700977376,0.02414582744701917
More developed regions,75-79,2080,0.026211390987852985,0.024264337050606547
More developed regions,75-79,2085,0.027644227870751378,0.02566837698077444
More developed regions,75-79,2090,0.027822706152877297,0.02591976270311267
More developed regions,75-79,2095,0.02731764115562017,0.025585561824135246
More developed regions,75-79,2100,0.026832822067400307,0.025324339767756412
More developed regions,80-84,1950,0.00389165705309148,0.002539211114111092
More developed regions,80-84,1955,0.004758048656340016,0.002990409865460477
More developed regions,80-84,1960,0.005219649804385902,0.003175659822446786
More developed regions,80-84,1965,0.006001299367696229,0.0033580792531532427
More developed regions,80-84,1970,0.00679754039107425,0.0035420589754802654
More developed regions,80-84,1975,0.007429317044602609,0.0036769825660473822
More developed regions,80-84,1980,0.008351752243044668,0.003932137165943759
More developed regions,80-84,1985,0.009907944476040625,0.004831524576546384
More developed regions,80-84,1990,0.011360878560641111,0.00545172019449852
More developed regions,80-84,1995,0.012139583404590074,0.005946232513595786
More developed regions,80-84,2000,0.010698769145066189,0.0055244155605914365
More developed regions,80-84,2005,0.013756043181769314,0.007253472090134583
More developed regions,80-84,2010,0.01505060059865497,0.00878464618454641
More developed regions,80-84,2015,0.014815946599565978,0.009362424091948315
More developed regions,80-84,2020,0.016342497404394543,0.010631380045330817
More developed regions,80-84,2025,0.01639248319550028,0.011297680378181229
More developed regions,80-84,2030,0.02002553638857612,0.014273628157834166
More developed regions,80-84,2035,0.02195653102181989,0.015660167152545135
More developed regions,80-84,2040,0.023420204295646094,0.01726259370023692
More developed regions,80-84,2045,0.024560529388867262,0.01881198910081744
More developed regions,80-84,2050,0.02423607909931167,0.019161503543217884
More developed regions,80-84,2055,0.024922741933331608,0.019875555053191697
More developed regions,80-84,2060,0.024970603786390145,0.020117269190400657
More developed regions,80-84,2065,0.025850700698397382,0.021266128917079394
More developed regions,80-84,2070,0.026418536268779404,0.022278157248294374
More developed regions,80-84,2075,0.025364044352059884,0.022108795894240845
More developed regions,80-84,2080,0.024084559605452714,0.021298811783448435
More developed regions,80-84,2085,0.02421422146410712,0.021535006241856045
More developed regions,80-84,2090,0.025629415033896683,0.02289242578641189
More developed regions,80-84,2095,0.025892736524519296,0.023229483624854455
More developed regions,80-84,2100,0.025544544429505173,0.023074876817994416
More developed regions,85-89,1950,0.0016555803735794408,9.351758670626642e-4
More developed regions,85-89,1955,0.0016577397822842798,9.439746422498063e-4
More developed regions,85-89,1960,0.002102919751840191,0.0011338524245780792
More developed regions,85-89,1965,0.002373208196775582,0.0012259161783692522
More developed regions,85-89,1970,0.0028618091274457014,0.001340667338983572
More developed regions,85-89,1975,0.0033698519859521143,0.001449808949518034
More developed regions,85-89,1980,0.003896130274778742,0.0015778404359234291
More developed regions,85-89,1985,0.0045094827416076256,0.0017178554704950473
More developed regions,85-89,1990,0.005559968922139484,0.0022156070221997187
More developed regions,85-89,1995,0.006611485446523241,0.0025926052604576394
More developed regions,85-89,2000,0.007250322082262881,0.00294354998186578
More developed regions,85-89,2005,0.0067093169612657474,0.0029316564313678142
More developed regions,85-89,2010,0.008881020564186956,0.004029906832700556
More developed regions,85-89,2015,0.010053166472892738,0.0050890524494695685
More developed regions,85-89,2020,0.01023084788731067,0.005671064143261714
More developed regions,85-89,2025,0.01145452757779543,0.006625818765792016
More developed regions,85-89,2030,0.01189494933157492,0.007338990115147028
More developed regions,85-89,2035,0.014843425501438226,0.009551684917840603
More developed regions,85-89,2040,0.016408902008000933,0.010682409601118577
More developed regions,85-89,2045,0.017782794861813934,0.01204982483456598
More developed regions,85-89,2050,0.019013836910407762,0.013432194451172347
More developed regions,85-89,2055,0.019150267234023848,0.013982199050689299
More developed regions,85-89,2060,0.019984690294119967,0.014728094888610052
More developed regions,85-89,2065,0.020204488722651657,0.015104965905322006
More developed regions,85-89,2070,0.02112685601479151,0.016179609370826634
More developed regions,85-89,2075,0.021780629710885593,0.017160690173503863
More developed regions,85-89,2080,0.02123861844243711,0.017329261588221366
More developed regions,85-89,2085,0.02046267707699468,0.01694505157067284
More developed regions,85-89,2090,0.020765890502735782,0.01731951996924406
More developed regions,85-89,2095,0.022151155684501028,0.018579244639721066
More developed regions,85-89,2100,0.022560530162814826,0.019029218908347443
More developed regions,90-94,1950,4.933604967968386e-4,2.331803343069635e-4
More developed regions,90-94,1955,4.8124197448029337e-4,2.3252316555418022e-4
More developed regions,90-94,1960,4.943552919479018e-4,2.357190796042975e-4
More developed regions,90-94,1965,6.476147912735458e-4,2.8863342933757076e-4
More developed regions,90-94,1970,7.704870727738427e-4,3.2425903834883726e-4
More developed regions,90-94,1975,9.805286842793019e-4,3.7008281079802446e-4
More developed regions,90-94,1980,0.0012463923864813513,4.274664258821227e-4
More developed regions,90-94,1985,0.0015178127707977129,4.879965409656949e-4
More developed regions,90-94,1990,0.0018114202407661217,5.421166118148249e-4
More developed regions,90-94,1995,0.0023258200225741354,7.293839997263741e-4
More developed regions,90-94,2000,0.0028291066435199405,8.743134451568168e-4
More developed regions,90-94,2005,0.003241775235814339,0.0010568848855537563
More developed regions,90-94,2010,0.003243524289583144,0.0011475839995853472
More developed regions,90-94,2015,0.0044404867346427195,0.0016703551354865715
More developed regions,90-94,2020,0.005273673413931922,0.0022476922279483485
More developed regions,90-94,2025,0.005555980404244394,0.002600073975694146
More developed regions,90-94,2030,0.006344439536923565,0.003147725364072385
More developed regions,90-94,2035,0.006891063588616858,0.003666797355682449
More developed regions,90-94,2040,0.008828989785217695,0.004936497456014293
More developed regions,90-94,2045,0.00988633709614636,0.00567458154924095
More developed regions,90-94,2050,0.01093436257236837,0.00658874452109914
More developed regions,90-94,2055,0.01198765754797771,0.007542522353229297
More developed regions,90-94,2060,0.012401650922922733,0.008054957109148733
More developed regions,90-94,2065,0.013235590495701865,0.00865895324498498
More developed regions,90-94,2070,0.013571640994934754,0.009051747163405843
More developed regions,90-94,2075,0.014416100313198604,0.009885806172245624
More developed regions,90-94,2080,0.015082846101678591,0.01068150900693026
More developed regions,90-94,2085,0.01505199671066646,0.01103759502452129
More developed regions,90-94,2090,0.01483025117084105,0.011023559984139456
More developed regions,90-94,2095,0.015305662950549697,0.01145874209547826
More developed regions,90-94,2100,0.01657160629656746,0.01248174672124099
More developed regions,95-99,1950,1.0431751797943105e-4,3.9272477356962274e-5
More developed regions,95-99,1955,9.138970188447879e-5,3.701861342156103e-5
More developed regions,95-99,1960,8.948594688681665e-5,3.6012637161767676e-5
More developed regions,95-99,1965,9.310755785082928e-5,3.620849471976694e-5
More developed regions,95-99,1970,1.2990193891039046e-4,4.660603915105612e-5
More developed regions,95-99,1975,1.6119586346614984e-4,5.436783560692627e-5
More developed regions,95-99,1980,2.308134049039539e-4,6.832076785157037e-5
More developed regions,95-99,1985,3.0948310042861165e-4,8.432293171098405e-5
More developed regions,95-99,1990,3.9021920367347297e-4,9.777304432087018e-5
More developed regions,95-99,1995,4.7542497520265415e-4,1.0859527311283648e-4
More developed regions,95-99,2000,6.168159338786783e-4,1.4726164860677857e-4
More developed regions,95-99,2005,7.806724037267183e-4,1.8524429918939078e-4
More developed regions,95-99,2010,9.677931400878546e-4,2.4215075220608245e-4
More developed regions,95-99,2015,0.0010400925021824435,2.8727880129140174e-4
More developed regions,95-99,2020,0.0015275197006846743,4.665021605175818e-4
More developed regions,95-99,2025,0.001850172687986441,6.406544820062708e-4
More developed regions,95-99,2030,0.002033424364389646,7.752673389279072e-4
More developed regions,95-99,2035,0.0023912208036209917,9.821085443443359e-4
More developed regions,95-99,2040,0.002721093719656659,0.0011978094535285665
More developed regions,95-99,2045,0.0035982872713117946,0.0016753600622810433
More developed regions,95-99,2050,0.004101069606456704,0.001995452805275371
More developed regions,95-99,2055,0.004637446358921707,0.0023925078710212194
More developed regions,95-99,2060,0.005230553122311923,0.0028141449055769942
More developed regions,95-99,2065,0.005592257167658219,0.0030889127630098533
More developed regions,95-99,2070,0.006163129179347059,0.0034076602991629148
More developed regions,95-99,2075,0.006436859625714462,0.0036498482831705975
More developed regions,95-99,2080,0.006985637868834697,0.00408512140996882
More developed regions,95-99,2085,0.007467719596373373,0.004519216315480205
More developed regions,95-99,2090,0.007666465326777856,0.004795964408684049
More developed regions,95-99,2095,0.007789532258168274,0.004913186961640152
More developed regions,95-99,2100,0.008250441815740132,0.005227851549911316
More developed regions,100+,1950,1.7181708843670996e-5,4.909059669620284e-6
More developed regions,100+,1955,1.2725148363661603e-5,3.4704950082713463e-6
More developed regions,100+,1960,1.0912920352050811e-5,3.2738761056152434e-6
More developed regions,100+,1965,1.0345284205647697e-5,3.103585261694309e-6
More developed regions,100+,1970,1.0907796397055688e-5,3.9664714171111595e-6
More developed regions,100+,1975,1.621496851434643e-5,4.76910838657248e-6
More developed regions,100+,1980,2.2158086870779576e-5,6.46277533731071e-6
More developed regions,100+,1985,3.408799367039781e-5,8.073472185094217e-6
More developed regions,100+,1990,4.6267601330411784e-5,1.0475683320093233e-5
More developed regions,100+,1995,5.9855662345657896e-5,1.197113246913158e-5
More developed regions,100+,2000,6.984409619635784e-5,1.1780931888542287e-5
More developed regions,100+,2005,9.179516611617133e-5,1.653966957048132e-5
More developed regions,100+,2010,1.247197854171796e-4,2.267632462130538e-5
More developed regions,100+,2015,1.6393194755132622e-4,3.103565997330933e-5
More developed regions,100+,2020,2.0262215052783855e-4,4.39800016649572e-5
More developed regions,100+,2025,3.0276971865826196e-4,6.86694207266161e-5
More developed regions,100+,2030,3.903552699516644e-4,9.875521769693501e-5
More developed regions,100+,2035,4.572821601729753e-4,1.2732474408890993e-4
More developed regions,100+,2040,5.522973550316541e-4,1.670097487085874e-4
More developed regions,100+,2045,6.59400544959128e-4,2.1253405994550408e-4
More developed regions,100+,2050,8.828745771187037e-4,3.047089248462783e-4
More developed regions,100+,2055,0.001052609270026068,3.8619221540106297e-4
More developed regions,100+,2060,0.001221619830014915,4.8138765911440455e-4
More developed regions,100+,2065,0.0014147268061768734,5.82394546121046e-4
More developed regions,100+,2070,0.0015794513459620341,6.625563192803889e-4
More developed regions,100+,2075,0.0018009119818275974,7.507801950907939e-4
More developed regions,100+,2080,0.001954277138167795,8.330758395967849e-4
More developed regions,100+,2085,0.0021639506085508204,9.541639570393104e-4
More developed regions,100+,2090,0.0023790814557919536,0.0010882005441807008
More developed regions,100+,2095,0.0025434386840700166,0.0011957297891913104
More developed regions,100+,2100,0.0026922832732056735,0.0012697933049746163
Less developed regions,0-4,1950,0.072875347566901,0.07559256998241763
Less developed regions,0-4,1955,0.08194989712316875,0.08549491693619331
Less developed regions,0-4,1960,0.07961268890360505,0.08301020434653525
Less developed regions,0-4,1965,0.08063729714672693,0.0842833778417579
Less developed regions,0-4,1970,0.08031951131989543,0.08353312387211523
Less developed regions,0-4,1975,0.07470479013310177,0.0780593877265541
Less developed regions,0-4,1980,0.06796277316180709,0.07115785256766395
Less developed regions,0-4,1985,0.06643909394749214,0.06985348342270647
Less developed regions,0-4,1990,0.06577763961044784,0.06957081108872534
Less developed regions,0-4,1995,0.05801716909318404,0.06191291642876566
Less developed regions,0-4,2000,0.053583393069332505,0.05740992780016532
Less developed regions,0-4,2005,0.050734028754327316,0.05452348372576483
Less developed regions,0-4,2010,0.0490888154382244,0.05268699700125322
Less developed regions,0-4,2015,0.047463300481629375,0.05073529687957534
Less developed regions,0-4,2020,0.04533010380750178,0.04827528784048563
Less developed regions,0-4,2025,0.04298839348433485,0.04561017758683157
Less developed regions,0-4,2030,0.04110525360627598,0.04340446883281437
Less developed regions,0-4,2035,0.03965745546503912,0.04169733214605896
Less developed regions,0-4,2040,0.03838084287187548,0.04028718198662479
Less developed regions,0-4,2045,0.03727214149240811,0.0390678542769316
Less developed regions,0-4,2050,0.036188368704406323,0.03791667060905109
Less developed regions,0-4,2055,0.03516301701818168,0.03683203970832291
Less developed regions,0-4,2060,0.03417964331211912,0.035794177905413754
Less developed regions,0-4,2065,0.033312360082490125,0.034879999258079074
Less developed regions,0-4,2070,0.03250697527835117,0.03403244907202155
Less developed regions,0-4,2075,0.03178511393751233,0.03327537114383485
Less developed regions,0-4,2080,0.031118300156184952,0.03257843056664112
Less developed regions,0-4,2085,0.03044555265197189,0.03187665719644674
Less developed regions,0-4,2090,0.029792549103109554,0.031195980412171448
Less developed regions,0-4,2095,0.029159368697809915,0.03053641202934931
Less developed regions,0-4,2100,0.028569942315006352,0.029923162471248096
Less developed regions,5-9,1950,0.0572626452781726,0.06045790831959136
Less developed regions,5-9,1955,0.06016683494071287,0.06257436761006668
Less developed regions,5-9,1960,0.06839022055529884,0.07160082072795945
Less developed regions,5-9,1965,0.06623460413770318,0.06927637603515273
Less developed regions,5-9,1970,0.06734841860247416,0.07041864259323785
Less developed regions,5-9,1975,0.06816121335610202,0.07098827342477756
Less developed regions,5-9,1980,0.06453657422181608,0.0675606844338327
Less developed regions,5-9,1985,0.05901662388363441,0.0618753930208548
Less developed regions,5-9,1990,0.05791174694653522,0.06097364126048461
Less developed regions,5-9,1995,0.05862704088458078,0.06201980793629004
Less developed regions,5-9,2000,0.052363043113246535,0.055896346740028933
Less developed regions,5-9,2005,0.04895519018252129,0.05246017349958079
Less developed regions,5-9,2010,0.04655720836055985,0.05007220305564939
Less developed regions,5-9,2015,0.045261337545093046,0.048558320988154345
Less developed regions,5-9,2020,0.04406198947664446,0.04706804913107334
Less developed regions,5-9,2025,0.04244369748337409,0.045170364539247304
Less developed regions,5-9,2030,0.04052032928705602,0.042953383129009134
Less developed regions,5-9,2035,0.03897806678589414,0.04111347633173274
Less developed regions,5-9,2040,0.03782620714481541,0.03972306638729273
Less developed regions,5-9,2045,0.03680613450620704,0.03858318261301096
Less developed regions,5-9,2050,0.035925451087625015,0.03760396067708087
Less developed regions,5-9,2055,0.035046597676403515,0.036667947164273566
Less developed regions,5-9,2060,0.034202380065315265,0.035774029990452816
Less developed regions,5-9,2065,0.033373855611809305,0.0348999825449853
Less developed regions,5-9,2070,0.032640924088178515,0.03412837510533667
Less developed regions,5-9,2075,0.03195246099880788,0.03340594687776053
Less developed regions,5-9,2080,0.031332026930634256,0.0327580034843298
Less developed regions,5-9,2085,0.030753337429416463,0.032156461539578164
Less developed regions,5-9,2090,0.030155480244556217,0.031536332888136405
Less developed regions,5-9,2095,0.029570473010377418,0.030930031399002546
Less developed regions,5-9,2100,0.02900343377148677,0.030342844499294527
Less developed regions,10-14,1950,0.052977705184272174,0.05621304696589415
Less developed regions,10-14,1955,0.04998970445768165,0.05273465846306677
Less developed regions,10-14,1960,0.052661961373676194,0.054806294890935414
Less developed regions,10-14,1965,0.05947553244704186,0.06226150557173554
Less developed regions,10-14,1970,0.05732830705657459,0.059981366916469846
Less developed regions,10-14,1975,0.058858209526423726,0.0615348273741498
Less developed regions,10-14,1980,0.06036605185907516,0.06286747635543459
Less developed regions,10-14,1985,0.057320211428580556,0.05995295197597974
Less developed regions,10-14,1990,0.052475712774034636,0.05501246495166468
Less developed regions,10-14,1995,0.05245203434867879,0.05518203033532893
Less developed regions,10-14,2000,0.05363505663618516,0.05668623424261211
Less developed regions,10-14,2005,0.04835080511853954,0.05157806759174023
Less developed regions,10-14,2010,0.04528878338681352,0.048532197424807196
Less developed regions,10-14,2015,0.04317696070321711,0.04641694755317219
Less developed regions,10-14,2020,0.04220903983044376,0.04526186790940849
Less developed regions,10-14,2025,0.04140587776239462,0.04421685680565059
Less developed regions,10-14,2030,0.0401606724316411,0.042722194821106514
Less developed regions,10-14,2035,0.038554090352772866,0.04084687910842309
Less developed regions,10-14,2040,0.03728989917081453,0.03930885916815511
Less developed regions,10-14,2045,0.03637074735077468,0.0381690219538087
Less developed regions,10-14,2050,0.035559637237555466,0.03725009225179536
Less developed regions,10-14,2055,0.034864771622330586,0.03646689061556468
Less developed regions,10-14,2060,0.03415319213884637,0.03570649507996921
Less developed regions,10-14,2065,0.033452463900633826,0.034963354957605074
Less developed regions,10-14,2070,0.032750864230551,0.0342227802275913
Less developed regions,10-14,2075,0.032128491668024596,0.03356782648221683
Less developed regions,10-14,2080,0.03153663186756365,0.0329475467825635
Less developed regions,10-14,2085,0.03100021742690874,0.03238872018229779
Less developed regions,10-14,2090,0.030492487733042403,0.031862782759892724
Less developed regions,10-14,2095,0.0299599292983844,0.031312306371169746
Less developed regions,10-14,2100,0.029438898003457756,0.030774363180284373
Less developed regions,15-19,1950,0.04837794368181895,0.051154993781986756
Less developed regions,15-19,1955,0.04651436948579399,0.049294427884834534
Less developed regions,15-19,1960,0.043886855844429855,0.0462586973421687
Less developed regions,15-19,1965,0.04596539594657978,0.04773660227589267
Less developed regions,15-19,1970,0.051563418234715934,0.053943816944070286
Less developed regions,15-19,1975,0.0501015484991409,0.05233112860698422
Less developed regions,15-19,1980,0.05217642005916068,0.05447517050251017
Less developed regions,15-19,1985,0.053681656967936954,0.055825600706252816
Less developed regions,15-19,1990,0.050958157219807614,0.05321918586229367
Less developed regions,15-19,1995,0.04743534703235075,0.049576674655477083
Less developed regions,15-19,2000,0.047913720228869604,0.050261990790969206
Less developed regions,15-19,2005,0.049334360706682345,0.05199830554655968
Less developed regions,15-19,2010,0.044552160175964695,0.04743136952323264
Less developed regions,15-19,2015,0.041966640498316804,0.04492099112665933
Less developed regions,15-19,2020,0.04018527043036458,0.04316004890903833
Less developed regions,15-19,2025,0.03959983386771971,0.04244746399827436
Less developed regions,15-19,2030,0.039121220057396384,0.04175640876295942
Less developed regions,15-19,2035,0.03816827443039187,0.040586729695548864
Less developed regions,15-19,2040,0.03683688767451023,0.039009800797547976
Less developed regions,15-19,2045,0.035807147278458205,0.037727047265063554
Less developed regions,15-19,2050,0.03509128196879524,0.03680657400486333
Less developed regions,15-19,2055,0.034462082761600364,0.03608043828024565
Less developed regions,15-19,2060,0.033928638561488395,0.03546775917140968
Less developed regions,15-19,2065,0.033357405281704174,0.03485504775067129
Less developed regions,15-19,2070,0.032781282451760776,0.034242986617394944
Less developed regions,15-19,2075,0.03219013456376127,0.03361885607938318
Less developed regions,15-19,2080,0.031663807253451845,0.03306528212729736
Less developed regions,15-19,2085,0.031156213607684648,0.032534302592408276
Less developed regions,15-19,2090,0.03069088730287701,0.032050938305573595
Less developed regions,15-19,2095,0.0302485349335109,0.03159456330678571
Less developed regions,15-19,2100,0.029780499654193222,0.031112953752639495
Less developed regions,20-24,1950,0.04261415615955056,0.04549401694110923
Less developed regions,20-24,1955,0.0422111995590469,0.04448826963108426
Less developed regions,20-24,1960,0.04067625567176923,0.04295180748482375
Less developed regions,20-24,1965,0.03810558884498215,0.0400272402515172
Less developed regions,20-24,1970,0.03965882437724416,0.041084537586748224
Less developed regions,20-24,1975,0.044855205960679156,0.04681722325889522
Less developed regions,20-24,1980,0.044224426549471285,0.04611753257970587
Less developed regions,20-24,1985,0.04622644071262102,0.048128914567582545
Less developed regions,20-24,1990,0.047544972469495246,0.04931362057524108
Less developed regions,20-24,1995,0.045823230737888035,0.04764497679864088
Less developed regions,20-24,2000,0.043108201268340564,0.04486617521698698
Less developed regions,20-24,2005,0.04377525576664548,0.045675608927796894
Less developed regions,20-24,2010,0.04519388744292481,0.04743032094926702
Less developed regions,20-24,2015,0.04115235679279354,0.04371736679659386
Less developed regions,20-24,2020,0.038970211427013506,0.04166529939305319
Less developed regions,20-24,2025,0.03759691713652733,0.04037834352441202
Less developed regions,20-24,2030,0.037313434890955954,0.039992134915933654
Less developed regions,20-24,2035,0.037089384680186625,0.03958126603152663
Less developed regions,20-24,2040,0.036384634567987684,0.03867370772593159
Less developed regions,20-24,2045,0.03529185578376885,0.037347532151432265
Less developed regions,20-24,2050,0.03447000160849284,0.03628523308953628
Less developed regions,20-24,2055,0.03393410780408018,0.03555983309312488
Less developed regions,20-24,2060,0.033465799308307446,0.03500469480186045
Less developed regions,20-24,2065,0.033070352541614646,0.034538627307172595
Less developed regions,20-24,2070,0.03262343361098289,0.03405721819500666
Less developed regions,20-24,2075,0.032157973052942136,0.03356225182034151
Less developed regions,20-24,2080,0.031664655796476954,0.033042053261985005
Less developed regions,20-24,2085,0.031224060901413886,0.032579744500766464
Less developed regions,20-24,2090,0.030789250840924626,0.032126618647280794
Less developed regions,20-24,2095,0.030391016402853917,0.03171518859748589
Less developed regions,20-24,2100,0.030014740786126114,0.03133006288689112
Less developed regions,25-29,1950,0.03732608585795514,0.03939333566061091
Less developed regions,25-29,1955,0.03692458266377378,0.039324256140518175
Less developed regions,25-29,1960,0.03676708327688901,0.03869240496231722
Less developed regions,25-29,1965,0.035188977137826656,0.03708450082786934
Less developed regions,25-29,1970,0.03275091326626513,0.03432707302341097
Less developed regions,25-29,1975,0.03444763950876656,0.035637650673162956
Less developed regions,25-29,1980,0.03949980991899853,0.041251281157802196
Less developed regions,25-29,1985,0.039107738164647854,0.04072747661043374
Less developed regions,25-29,1990,0.04086830195672839,0.0424903598395399
Less developed regions,25-29,1995,0.04279726112917653,0.04419756173694984
Less developed regions,25-29,2000,0.04169996544998967,0.04318105497003513
Less developed regions,25-29,2005,0.039423983342,0.0409044735933608
Less developed regions,25-29,2010,0.04029302748993937,0.041934395270791604
Less developed regions,25-29,2015,0.0417706636738828,0.04373663785099653
Less developed regions,25-29,2020,0.03826331819058639,0.040675342183861554
Less developed regions,25-29,2025,0.03647275730475727,0.039027758200753215
Less developed regions,25-29,2030,0.03541284393563739,0.03805739583651751
Less developed regions,25-29,2035,0.03536189783536477,0.03790799342954958
Less developed regions,25-29,2040,0.035345893363571176,0.037708909525236624
Less developed regions,25-29,2045,0.034851832956746015,0.03701974137344214
Less developed regions,25-29,2050,0.03396687450917314,0.035908893073072885
Less developed regions,25-29,2055,0.03332564113547895,0.035044985539128645
Less developed regions,25-29,2060,0.032946005613951994,0.03448929087668643
Less developed regions,25-29,2065,0.032613055445672015,0.03407879089852917
Less developed regions,25-29,2070,0.03233804551413258,0.03374097733092928
Less developed regions,25-29,2075,0.031999845624748065,0.03337539344248235
Less developed regions,25-29,2080,0.03163124441486329,0.03298360986113063
Less developed regions,25-29,2085,0.031224166091016567,0.03255565608175252
Less developed regions,25-29,2090,0.03085698683736974,0.03217219410167905
Less developed regions,25-29,2095,0.03049009774603474,0.031792309684982735
Less developed regions,25-29,2100,0.030158961057515647,0.03145362093077417
Less developed regions,30-34,1950,0.03342044166771704,0.035506859563513474
Less developed regions,30-34,1955,0.03213885831080802,0.03394856839567158
Less developed regions,30-34,1960,0.03195071100963982,0.034109676782904996
Less developed regions,30-34,1965,0.031633079206172546,0.033338123414690266
Less developed regions,30-34,1970,0.030151345512198058,0.03179325598275771
Less developed regions,30-34,1975,0.02841741381904176,0.02979844701398585
Less developed regions,30-34,1980,0.030294733704369078,0.03139432933407647
Less developed regions,30-34,1985,0.034941251202690406,0.03642521275706426
Less developed regions,30-34,1990,0.034595531748261785,0.0359590838708906
Less developed regions,30-34,1995,0.036810025155571954,0.03816398425088071
Less developed regions,30-34,2000,0.03897834489305642,0.04004208966212027
Less developed regions,30-34,2005,0.03813757889306585,0.03942098298176925
Less developed regions,30-34,2010,0.03617982134746298,0.03751535505500907
Less developed regions,30-34,2015,0.03719950424395979,0.0386108640079253
Less developed regions,30-34,2020,0.03885505376528752,0.040646974450946366
Less developed regions,30-34,2025,0.03582636540148948,0.038027024164945536
Less developed regions,30-34,2030,0.03435741905173413,0.03670358794890669
Less developed regions,30-34,2035,0.033552300098467276,0.03599325690616423
Less developed regions,30-34,2040,0.03369096046147513,0.036049299886153054
Less developed regions,30-34,2045,0.03385101585863251,0.03604734826165975
Less developed regions,30-34,2050,0.03354109699211839,0.0355583362506978
Less developed regions,30-34,2055,0.03283681808320563,0.034647708853535485
Less developed regions,30-34,2060,0.03235226119261699,0.03395689066570737
Less developed regions,30-34,2065,0.03210364723691313,0.03354476239706261
Less developed regions,30-34,2070,0.03188850765925378,0.033261129891345026
Less developed regions,30-34,2075,0.031718861225224916,0.03303683993859296
Less developed regions,30-34,2080,0.031476173177024634,0.03277359546241617
Less developed regions,30-34,2085,0.031192924779020314,0.032473503002058667
Less developed regions,30-34,2090,0.030859809170554954,0.03212546880783496
Less developed regions,30-34,2095,0.030560974211062204,0.03181603925036638
Less developed regions,30-34,2100,0.030262376025337084,0.03151020843826682
Less developed regions,35-39,1950,0.029844140168714072,0.03162619197948898
Less developed regions,35-39,1955,0.02861951186030757,0.030431841676040936
Less developed regions,35-39,1960,0.027636555529175537,0.029256959879770058
Less developed regions,35-39,1965,0.027327905791882625,0.029234807681042953
Less developed regions,35-39,1970,0.026964107539935202,0.02844925642258169
Less developed regions,35-39,1975,0.026095126991709842,0.02753587519102203
Less developed regions,35-39,1980,0.024942834953688684,0.026141693460235736
Less developed regions,35-39,1985,0.026759229234521835,0.027659083926625104
Less developed regions,35-39,1990,0.030888210009027375,0.03210588931601193
Less developed regions,35-39,1995,0.031125320565226555,0.03225238112309092
Less developed regions,35-39,2000,0.03350705207687539,0.03452337130605497
Less developed regions,35-39,2005,0.035624402154783706,0.03651138364799924
Less developed regions,35-39,2010,0.035051380998127074,0.036190656611774404
Less developed regions,35-39,2015,0.03338432541429093,0.03443084165676848
Less developed regions,35-39,2020,0.03452061751494366,0.035679401069754875
Less developed regions,35-39,2025,0.03634773798326016,0.03782044530926202
