sex,year,age,pop,pcnt
Female,1960,60-64,45672,0.01504867292794087
Female,1960,65-69,34739,0.011446309529771805
Female,1960,70-74,25264,0.008324349116559339
Female,1960,75-79,15456,0.005092667033943205
Female,1960,80-84,7568,0.0024936143965374083
Female,1960,85-89,2829,9.321399481771047e-4
Female,1960,90-94,659,2.1713687728833932e-4
Female,1960,95-99,118,3.888035132021857e-5
Female,1960,100+,16,5.271912043419468e-6
Female,1965,0-4,234318,0.07016384979801371
Female,1965,5-9,200959,0.06017487812101092
Female,1965,10-14,183750,0.05502183955302204
Female,1965,15-19,149282,0.044700790487914206
Female,1965,20-24,123584,0.03700581779222136
Female,1965,25-29,119209,0.03569577399333989
Female,1965,30-34,108203,0.03240015295322799
Female,1965,35-39,100175,0.029996260012103308
Female,1965,40-44,88886,0.026615897853115196
Female,1965,45-49,74558,0.022325541841601182
Female,1965,50-54,72219,0.02162515499689632
Female,1965,55-59,62711,0.018778092953521442
Female,1965,60-64,51493,0.015418990933898034
Female,1965,65-69,39069,0.01169876598365724
Female,1965,70-74,27450,0.00821958909241064
Female,1965,75-79,17732,0.005309644946689452
Female,1965,80-84,9020,0.002700936015065354
Female,1965,85-89,3331,9.974299186455316e-4
Female,1965,90-94,870,2.60511566863288e-4
Female,1965,95-99,130,3.892701573819246e-5
Female,1965,100+,16,4.791017321623688e-6
Female,1970,0-4,256788,0.06939392866630148
Female,1970,5-9,224557,0.06068388102060323
Female,1970,10-14,198212,0.05356445546055481
Female,1970,15-19,181377,0.04901499524786113
Female,1970,20-24,146959,0.03971393664373335
Female,1970,25-29,121194,0.032751249243670816
Female,1970,30-34,116732,0.03154544636460701
Female,1970,35-39,105407,0.028484998671779213
Female,1970,40-44,97345,0.026306338247975444
Female,1970,45-49,85989,0.02323751317073461
Female,1970,50-54,71107,0.019215828176062353
Female,1970,55-59,68179,0.01842457070634052
Female,1970,60-64,57600,0.015565720715839391
Female,1970,65-69,45332,0.012250438393931098
Female,1970,70-74,31975,0.008640866664738968
Female,1970,75-79,19919,0.005382874842687584
Female,1970,80-84,10911,0.0029485690751827015
Female,1970,85-89,4191,0.001132568325001439
Female,1970,90-94,1075,2.905060723876275e-4
Female,1970,95-99,181,4.891311544387031e-5
Female,1970,100+,18,4.86428772369981e-6
Female,1975,0-4,266222,0.06525883948877773
Female,1975,5-9,247279,0.060615353238821244
Female,1975,10-14,221765,0.05436112169253027
Female,1975,15-19,195801,0.04799658191562744
Female,1975,20-24,178776,0.043823253857478824
Female,1975,25-29,144815,0.0354984142579026
Female,1975,30-34,119396,0.029267470004740802
Female,1975,35-39,114637,0.028100899183670067
Female,1975,40-44,103067,0.025264752009938527
Female,1975,45-49,94669,0.0232061552973199
Female,1975,50-54,83030,0.020353094194894544
Female,1975,55-59,67439,0.016531281698295715
Female,1975,60-64,63021,0.01544830000308863
Female,1975,65-69,51299,0.012574893160350417
Female,1975,70-74,37502,0.00919284280979086
Female,1975,75-79,23664,0.005800742153775557
Female,1975,80-84,12557,0.003078089892873549
Female,1975,85-89,5216,0.0012785949574921104
Female,1975,90-94,1403,3.439165501076363e-4
Female,1975,95-99,230,5.637976231272726e-5
Female,1975,100+,25,6.1282350339920945e-6
Female,1980,0-4,267434,0.059989641101632275
Female,1980,5-9,257559,0.057774523704896566
Female,1980,10-14,244682,0.05488601061955319
Female,1980,15-19,219851,0.049316027826809446
Female,1980,20-24,193518,0.043409122874076125
Female,1980,25-29,176264,0.03953878003222519
Female,1980,30-34,142803,0.03203295287149874
Female,1980,35-39,117340,0.026321202565363907
Female,1980,40-44,112453,0.025224971809126195
Female,1980,45-49,100568,0.02255897988404225
Female,1980,50-54,91656,0.020559878492679345
Female,1980,55-59,79362,0.017802141452125535
Female,1980,60-64,62858,0.014100035374583642
Female,1980,65-69,56731,0.012725653168021645
Female,1980,70-74,43172,0.00968415678499992
Female,1980,75-79,28507,0.006394567253543796
Female,1980,80-84,15067,0.0033797644371257713
Female,1980,85-89,6263,0.0014048891398233693
Female,1980,90-94,1861,4.1745149117216837e-4
Female,1980,95-99,331,7.424849198172366e-5
Female,1980,100+,35,7.851049001088604e-6
Female,1985,0-4,287731,0.059071133115605995
Female,1985,5-9,259929,0.05336338649504693
Female,1985,10-14,255382,0.052429888045882056
Female,1985,15-19,242940,0.04987554722676847
Female,1985,20-24,217743,0.04470260673334259
Female,1985,25-29,191406,0.039295624403090666
Female,1985,30-34,174443,0.03581312293109069
Female,1985,35-39,140971,0.028941326122107428
Female,1985,40-44,115393,0.023690166383216
Female,1985,45-49,109915,0.022565533767309857
Female,1985,50-54,97513,0.020019404942470873
Female,1985,55-59,87704,0.01800561864648268
Female,1985,60-64,74164,0.015225858584531396
Female,1985,65-69,56578,0.011615455301704564
Female,1985,70-74,48108,0.009876565514058524
Female,1985,75-79,33140,0.006803637256504105
Female,1985,80-84,18600,0.0038185773376878803
Female,1985,85-89,7701,0.0015810141977169014
Female,1985,90-94,2328,4.7793806678157985e-4
Female,1985,95-99,459,9.423263430100736e-5
Female,1985,100+,52,1.067559255697687e-5
Female,1990,0-4,312905,0.0587368494162544
